
Samples,timestamp,Roll,Pitch,Yow,X,Y,Z,RSSI
1,4342,1.5353068151384288,0.2439573684504935,1.0889002419267262,0.46216312163029116,0.47705144596856064,1.1972435319837702,-77
2,4342,1.0698052238566997,1.1168210870316164,0.4026295983916338,1.8270789792539914,0.5018600726893493,1.3529531148494507,-26
3,4342,1.7210230236108577,0.26621778051697653,1.1882848589187207,1.2887434266786697,0.7516139934632241,1.626241456043939,-45
4,4342,0.8355741622940139,0.8822525424090633,0.3334660145427916,1.262011439085899,0.10402342511733599,0.20879996054544503,-46
5,4342,0.9881174486162899,0.8635544393984532,1.4982978047940536,0.9561040017636828,1.7229824109582277,1.6937274393324737,-65
6,4342,1.5510515176972455,1.3515255404820599,1.3281468499640878,0.3317820209997561,0.6578680056187122,0.5235133638815962,-64
7,4342,0.912478576947815,1.911284535983433,0.9648165304015321,0.5159932575723711,1.5836663123984263,0.9529555712629938,-89
8,4342,1.7577695755826392,0.3186946479310649,1.6608269269897118,0.9531584249106556,0.5660155986728779,1.3052020046465733,-67
9,4342,0.7172922315706248,1.7517300968534184,1.1603625922427063,1.6380345623904402,0.8923308605746494,1.2388317585355693,-30
10,4342,0.953650443770418,1.0723443472167953,0.4213625229705401,1.6789042434218728,1.5073362629674445,1.711546767958094,-47
11,4342,0.9014038917367885,0.29096476008910066,1.9216061478465376,0.5182260454905737,0.11455625683277162,1.7090928700253918,-89
12,4342,1.9319064480061934,0.9958815347131172,1.4791250618450984,1.7880802298747676,1.4596688533305036,0.5699672563823487,-28
13,4342,1.7776540687724431,1.7766520181810734,0.30721193023226523,0.7623406970839778,1.1535887380886627,0.23808427111677552,-59
14,4342,0.6092700122290448,1.0621079742329473,1.1517912624759596,0.49920587629889535,0.8384793221617293,1.9547714875337148,-87
15,4342,0.6746571141994678,0.6496044058520951,0.1753718282991588,1.2663293148728332,1.918322411663305,0.3476152203299884,-65
16,4342,0.21367441769676054,1.3580272480180977,1.4522392784038751,1.7120833284884487,0.22802069888283408,1.9570346496634845,-48
17,4342,0.26483851819514836,0.16643944495379798,1.2345568079319904,1.0078423408991901,1.0736188176023456,1.7456340065933404,-47
18,4342,1.4010772254121842,0.243274239720196,1.4492040121989278,1.2232413793397658,1.2499561804947814,1.5991145648405445,-58
19,4342,0.2649495752461567,0.14721728432037823,1.981155470958345,0.8998949914488735,0.9479302715317798,1.8961854091351644,-50
20,4342,1.5614120511140448,1.9331682287939105,1.410615974365957,1.8242710624862692,0.5406476088536242,0.9322776492786097,-34
21,4342,1.201851092632549,1.7938817505329574,1.3221382702230675,0.6917299950465339,1.4264589908366858,1.48143069915274,-29
22,4342,0.3785964424571642,0.9124632525883336,0.5270815576521006,0.3927849566263878,0.6605156125640654,1.5052298848886936,-32
23,4342,1.9471507340173575,1.7543864181216196,0.09455260856063931,0.09968557497080903,0.5600211441693992,0.28601839245190375,-42
24,4342,0.9174268452852075,0.35426953609193734,1.237313152114249,1.438075389936577,1.1525315910719973,0.9015222722283811,-79
25,4342,0.23720402558866543,1.0680437687787303,0.9606590616008037,0.987463756289814,1.4849582571565647,1.3311335505209339,-68
26,4342,1.6288557833405561,1.298789807183845,1.6213797882447802,0.4421180362770656,1.6592734957428046,0.3432097755087551,-89
27,4342,0.7978047898511358,1.9395729939974464,1.4190705431839845,0.4089019370028768,0.5468896916605258,0.7759090549717683,-36
28,4342,1.302032589741483,1.4597992516806444,1.1573298670703311,0.4441410043381958,1.0239713372687,1.0799569565438205,-43
29,4342,0.7620316754403712,1.7382872764019015,0.6623640943035842,0.4782535061922817,0.9698226392121368,0.28555058371573205,-28
30,4342,1.1263010068528072,1.2594780931455147,1.993585462146808,1.4913022018897062,0.9796838813438895,1.9825971614081368,-56
31,4342,0.9997402447972599,1.3460579449453747,0.4372879433850576,0.8814532081563852,0.7265427453025104,0.5750883392759432,-67
32,4342,0.1619678844221655,0.7010603292876463,1.3514670069301322,1.0346163058600653,0.7870731986667866,1.9238406706554905,-67
33,4342,0.32251312140792066,0.7914428749661997,0.7075158852767078,1.173968749933399,1.0196318198841585,0.2149814245800944,-32
34,4342,1.3140933889013513,1.5942238176467576,1.925491509699213,0.35468506572343583,1.6975752338873307,0.9137051254776104,-73
35,4342,0.23556337380724324,1.8794503453364164,1.5079872863176846,1.0084128228322262,0.7524598794598245,0.8490039804522107,-57
36,4342,0.6727316649585654,0.9743978716843736,0.6006023656157867,0.6668337996492724,1.458757499934538,0.9557833471691152,-80
37,4342,1.2732909939120853,0.6284813439419288,1.041159303710164,0.6631597157805766,0.12360846185492325,0.2701731764490851,-28
38,4342,0.5195291983388508,1.3305682345963654,1.5673856559469082,1.1360433275930644,0.99987171651817,1.9486824112823713,-66
39,4342,0.6378358150823762,1.9226676586170226,0.6519044466901498,1.6707031965365495,1.8663501425138689,1.5073313812590592,-62
40,4342,0.10610658572298617,1.031552056177453,1.081375216228138,1.1330934574123739,1.8210083106989174,0.9984129545147601,-76
